"WEIGHT","LENGTH","LOCATION","COAST","SEASON","SEX"
"273","40.2","MARAETAI","EAST","WINTER","MALE"
"268","35.8","MURIWAI","WEST","SUMMER","FEMALE"
"248","31.6","MURIWAI","WEST","WINTER","MALE"
"269","34.7","MARAETAI","EAST","SUMMER","FEMALE"
"267","37.3","MARAETAI","EAST","SUMMER","MALE"
"286","38.6","WAITAWA","EAST","SUMMER","MALE"
"256","33.5","WAITAWA","EAST","SUMMER","FEMALE"
"299","42.8","MARAETAI","EAST","SUMMER","MALE"
"268","38.3","PIHA","WEST","WINTER","FEMALE"
"301","38.1","WAITAWA","EAST","SUMMER","MALE"
"280","35.9","MURIWAI","WEST","WINTER","MALE"
"254","36.1","MARAETAI","EAST","WINTER","FEMALE"
"263","34.2","PIHA","WEST","WINTER","MALE"
"233","33","MURIWAI","WEST","WINTER","FEMALE"
"261","36.2","MURIWAI","WEST","WINTER","MALE"
"299","41.3","PIHA","WEST","SUMMER","MALE"
"264","35.2","WAITAWA","EAST","WINTER","FEMALE"
"264","36.6","PIHA","WEST","SUMMER","FEMALE"
"260","37.1","MARAETAI","EAST","WINTER","FEMALE"
"283","35.3","WAITAWA","EAST","SUMMER","MALE"
"291","40.3","WAITAWA","EAST","SUMMER","FEMALE"
"285","39","MURIWAI","WEST","SUMMER","MALE"
"257","36.5","MARAETAI","EAST","SUMMER","FEMALE"
"275","35.2","PIHA","WEST","SUMMER","MALE"
"312","40.3","MURIWAI","WEST","SUMMER","MALE"
"265","36.2","MARAETAI","EAST","WINTER","FEMALE"
"256","35.2","WAITAWA","EAST","SUMMER","FEMALE"
"266","35.2","MURIWAI","WEST","WINTER","MALE"
"256","36.2","PIHA","WEST","WINTER","FEMALE"
"269","41","MARAETAI","EAST","WINTER","MALE"
"258","37.3","WAITAWA","EAST","WINTER","MALE"
"253","37.9","MURIWAI","WEST","WINTER","FEMALE"
"280","38.2","MARAETAI","EAST","WINTER","MALE"
"247","34.4","WAITAWA","EAST","WINTER","FEMALE"
"282","39.3","WAITAWA","EAST","SUMMER","FEMALE"
"256","36.4","MARAETAI","EAST","WINTER","FEMALE"
"279","34.5","MARAETAI","EAST","SUMMER","MALE"
"262","39.5","MARAETAI","EAST","WINTER","FEMALE"
"286","35.2","MARAETAI","EAST","SUMMER","MALE"
"274","35","MARAETAI","EAST","SUMMER","FEMALE"
"261","34.5","WAITAWA","EAST","SUMMER","FEMALE"
"259","35.8","MARAETAI","EAST","SUMMER","FEMALE"
"282","39.9","MURIWAI","WEST","WINTER","MALE"
"250","36.8","WAITAWA","EAST","WINTER","FEMALE"
"239","33.8","MURIWAI","WEST","WINTER","FEMALE"
"279","35.6","MARAETAI","EAST","SUMMER","FEMALE"
"280","43","MARAETAI","EAST","WINTER","MALE"
"261","36.1","WAITAWA","EAST","SUMMER","FEMALE"
"261","36.5","PIHA","WEST","WINTER","MALE"
"260","38.1","WAITAWA","EAST","SUMMER","FEMALE"
"260","38.9","MARAETAI","EAST","WINTER","MALE"
"243","38","MURIWAI","WEST","WINTER","FEMALE"
"282","39.4","MARAETAI","EAST","WINTER","MALE"
"270","39.1","WAITAWA","EAST","SUMMER","FEMALE"
"279","38.2","MARAETAI","EAST","SUMMER","MALE"
"273","32.5","PIHA","WEST","SUMMER","FEMALE"
"266","36","MURIWAI","WEST","SUMMER","FEMALE"
"282","35.7","MARAETAI","EAST","SUMMER","MALE"
"256","37.3","PIHA","WEST","WINTER","MALE"
"255","37.1","PIHA","WEST","WINTER","FEMALE"
"265","39","MARAETAI","EAST","WINTER","MALE"
"268","37.6","MARAETAI","EAST","SUMMER","FEMALE"
"267","34","PIHA","WEST","SUMMER","FEMALE"
"254","40.9","WAITAWA","EAST","WINTER","MALE"
"245","34.6","WAITAWA","EAST","WINTER","MALE"
"294","41.2","WAITAWA","EAST","SUMMER","MALE"
"298","38.9","MARAETAI","EAST","SUMMER","MALE"
"272","38.1","MARAETAI","EAST","SUMMER","FEMALE"
"292","32.9","MURIWAI","WEST","SUMMER","MALE"
"233","35.5","PIHA","WEST","WINTER","FEMALE"
"287","39.6","MARAETAI","EAST","SUMMER","MALE"
"287","38.6","PIHA","WEST","SUMMER","FEMALE"
"260","36.8","WAITAWA","EAST","WINTER","FEMALE"
"280","37.7","MARAETAI","EAST","SUMMER","MALE"
"283","38.9","WAITAWA","EAST","SUMMER","FEMALE"
"264","37.2","PIHA","WEST","SUMMER","FEMALE"
"236","34","MARAETAI","EAST","WINTER","FEMALE"
"266","38.5","PIHA","WEST","WINTER","MALE"
"280","39","PIHA","WEST","SUMMER","MALE"
"272","42.7","MURIWAI","WEST","SUMMER","FEMALE"
"259","36.4","MARAETAI","EAST","WINTER","FEMALE"
"269","39.2","PIHA","WEST","WINTER","MALE"
"271","36.9","PIHA","WEST","SUMMER","MALE"
"278","38.5","MURIWAI","WEST","SUMMER","FEMALE"
"290","35.9","PIHA","WEST","SUMMER","MALE"
"264","34.7","MURIWAI","WEST","WINTER","MALE"
"272","34.4","PIHA","WEST","SUMMER","FEMALE"
"264","34.4","PIHA","WEST","SUMMER","FEMALE"
"270","36.5","MURIWAI","WEST","WINTER","MALE"
"263","36.5","MARAETAI","EAST","SUMMER","FEMALE"
"263","34.5","MURIWAI","WEST","SUMMER","FEMALE"
"260","39.7","MURIWAI","WEST","WINTER","FEMALE"
"285","35.5","PIHA","WEST","SUMMER","MALE"
"235","36.6","MARAETAI","EAST","WINTER","FEMALE"
"275","36.8","MURIWAI","WEST","SUMMER","FEMALE"
"257","34.3","MURIWAI","WEST","WINTER","FEMALE"
"290","41.6","WAITAWA","EAST","SUMMER","MALE"
"228","28.5","PIHA","WEST","WINTER","FEMALE"
"271","40.2","MARAETAI","EAST","SUMMER","FEMALE"
"272","36.3","PIHA","WEST","SUMMER","FEMALE"
"259","34.4","MURIWAI","WEST","SUMMER","FEMALE"
"259","36.3","PIHA","WEST","SUMMER","FEMALE"
"280","40.4","MARAETAI","EAST","SUMMER","FEMALE"
"281","37.4","PIHA","WEST","SUMMER","MALE"
"270","37.1","MARAETAI","EAST","SUMMER","FEMALE"
"277","39.5","PIHA","WEST","SUMMER","FEMALE"
"267","34","PIHA","WEST","WINTER","MALE"
"262","38.2","PIHA","WEST","WINTER","FEMALE"
"251","35.5","PIHA","WEST","WINTER","FEMALE"
"277","36.8","PIHA","WEST","SUMMER","FEMALE"
"261","38.9","WAITAWA","EAST","SUMMER","FEMALE"
"281","41.3","MARAETAI","EAST","WINTER","FEMALE"
"275","33.3","PIHA","WEST","SUMMER","FEMALE"
"284","33.4","MARAETAI","EAST","SUMMER","FEMALE"
"260","40.6","WAITAWA","EAST","WINTER","MALE"
"282","36.5","MARAETAI","EAST","SUMMER","MALE"
"253","33.3","PIHA","WEST","WINTER","FEMALE"
"300","39.6","MARAETAI","EAST","SUMMER","MALE"
"273","37.3","PIHA","WEST","WINTER","MALE"
"262","31.3","MURIWAI","WEST","WINTER","MALE"
"293","36.4","MARAETAI","EAST","SUMMER","MALE"
"290","39.9","WAITAWA","EAST","SUMMER","MALE"
"269","33.4","MARAETAI","EAST","SUMMER","FEMALE"
"298","38.1","WAITAWA","EAST","SUMMER","MALE"
"266","36.5","MURIWAI","WEST","WINTER","MALE"
"256","36.6","PIHA","WEST","WINTER","MALE"
"268","36.2","MARAETAI","EAST","SUMMER","FEMALE"
"259","38.3","WAITAWA","EAST","SUMMER","FEMALE"
"267","39.3","MARAETAI","EAST","WINTER","MALE"
"256","34.4","WAITAWA","EAST","SUMMER","FEMALE"
"236","35.8","MARAETAI","EAST","WINTER","FEMALE"
"293","38.9","MARAETAI","EAST","SUMMER","MALE"
"275","37.9","MARAETAI","EAST","SUMMER","FEMALE"
"246","36.6","PIHA","WEST","WINTER","FEMALE"
"259","36.4","WAITAWA","EAST","WINTER","FEMALE"
"273","37.7","PIHA","WEST","WINTER","MALE"
"300","38.8","MURIWAI","WEST","SUMMER","MALE"
"274","36.4","MURIWAI","WEST","SUMMER","FEMALE"
"254","37.1","PIHA","WEST","WINTER","FEMALE"
"271","34.6","PIHA","WEST","SUMMER","MALE"
"245","36.4","MURIWAI","WEST","WINTER","FEMALE"
"264","39.3","MARAETAI","EAST","WINTER","MALE"
"265","37","MARAETAI","EAST","WINTER","FEMALE"
"276","38.4","PIHA","WEST","SUMMER","MALE"
"267","34.7","MURIWAI","WEST","SUMMER","FEMALE"
"276","32.8","MARAETAI","EAST","SUMMER","FEMALE"
"245","37.8","MARAETAI","EAST","WINTER","FEMALE"
"259","34.7","WAITAWA","EAST","WINTER","MALE"
"285","35","WAITAWA","EAST","SUMMER","MALE"
"290","37.4","MARAETAI","EAST","SUMMER","MALE"
"269","39.6","PIHA","WEST","WINTER","MALE"
"290","37.2","WAITAWA","EAST","WINTER","MALE"
"293","34.8","MURIWAI","WEST","SUMMER","MALE"
"284","39","PIHA","WEST","WINTER","MALE"
"287","35.3","PIHA","WEST","SUMMER","FEMALE"
"242","37.8","WAITAWA","EAST","WINTER","FEMALE"
"269","30","MURIWAI","WEST","WINTER","FEMALE"
"286","37.2","MARAETAI","EAST","SUMMER","FEMALE"
"245","37.9","PIHA","WEST","WINTER","FEMALE"
"305","41.3","WAITAWA","EAST","SUMMER","MALE"
"262","35.7","MARAETAI","EAST","WINTER","MALE"
"291","37.7","WAITAWA","EAST","SUMMER","MALE"
"286","40.7","PIHA","WEST","SUMMER","FEMALE"
"298","38","WAITAWA","EAST","SUMMER","MALE"
"268","37.5","MURIWAI","WEST","WINTER","FEMALE"
"243","35.7","PIHA","WEST","WINTER","FEMALE"
"271","38.3","PIHA","WEST","WINTER","MALE"
"275","39.5","WAITAWA","EAST","SUMMER","MALE"
"259","36.4","MARAETAI","EAST","WINTER","MALE"
"292","40.9","MURIWAI","WEST","SUMMER","FEMALE"
"250","36.8","WAITAWA","EAST","WINTER","FEMALE"
"281","39.5","WAITAWA","EAST","SUMMER","FEMALE"
"246","34.8","MURIWAI","WEST","WINTER","FEMALE"
"271","34.9","PIHA","WEST","SUMMER","FEMALE"
"298","36.8","MURIWAI","WEST","SUMMER","MALE"
"296","36.2","MARAETAI","EAST","SUMMER","MALE"
"269","35.6","PIHA","WEST","SUMMER","FEMALE"
"269","38.1","MURIWAI","WEST","WINTER","MALE"
"250","38","MURIWAI","WEST","WINTER","FEMALE"
"268","36.7","MURIWAI","WEST","WINTER","MALE"
"259","37.9","MARAETAI","EAST","WINTER","FEMALE"
"274","35.7","MARAETAI","EAST","SUMMER","FEMALE"
"317","39.8","MURIWAI","WEST","SUMMER","MALE"
"256","38.5","PIHA","WEST","SUMMER","FEMALE"
"279","33.8","WAITAWA","EAST","SUMMER","MALE"
"266","39.1","MURIWAI","WEST","WINTER","FEMALE"
"255","36.9","MARAETAI","EAST","WINTER","FEMALE"
"297","40","MURIWAI","WEST","SUMMER","MALE"
"258","32.8","MARAETAI","EAST","WINTER","FEMALE"
"253","33.1","WAITAWA","EAST","WINTER","MALE"
"277","41.9","MURIWAI","WEST","WINTER","MALE"
"270","39.1","PIHA","WEST","WINTER","MALE"
"288","36.7","PIHA","WEST","SUMMER","MALE"
"254","34.7","MARAETAI","EAST","WINTER","FEMALE"
"259","38.9","WAITAWA","EAST","WINTER","FEMALE"
"285","33","MURIWAI","WEST","SUMMER","FEMALE"
"280","36.9","MURIWAI","WEST","SUMMER","FEMALE"
"282","37.7","MURIWAI","WEST","WINTER","MALE"
"287","33","MARAETAI","EAST","SUMMER","MALE"
"260","36.6","WAITAWA","EAST","WINTER","FEMALE"
"253","35.3","MARAETAI","EAST","WINTER","FEMALE"
"303","39.3","WAITAWA","EAST","SUMMER","MALE"
"264","37.6","PIHA","WEST","WINTER","MALE"
"239","34.5","MARAETAI","EAST","WINTER","FEMALE"
"284","36.8","MARAETAI","EAST","SUMMER","MALE"
"265","35.4","PIHA","WEST","WINTER","MALE"
"281","38.2","PIHA","WEST","SUMMER","MALE"
"254","35.6","WAITAWA","EAST","SUMMER","FEMALE"
"257","38.4","MARAETAI","EAST","SUMMER","FEMALE"
"289","36","MARAETAI","EAST","SUMMER","MALE"
"263","33.4","MARAETAI","EAST","SUMMER","FEMALE"
"256","37.5","MURIWAI","WEST","WINTER","MALE"
"276","37.7","MARAETAI","EAST","WINTER","MALE"
"288","40.3","MURIWAI","WEST","WINTER","MALE"
"267","35.3","WAITAWA","EAST","SUMMER","FEMALE"
"277","35","PIHA","WEST","SUMMER","FEMALE"
"299","37.8","MARAETAI","EAST","SUMMER","MALE"
"268","33.2","MARAETAI","EAST","SUMMER","FEMALE"
"266","40","MARAETAI","EAST","SUMMER","FEMALE"
"245","37.7","WAITAWA","EAST","WINTER","FEMALE"
"246","35.4","WAITAWA","EAST","WINTER","FEMALE"
"296","38.5","MARAETAI","EAST","SUMMER","MALE"
"244","36.3","MURIWAI","WEST","WINTER","FEMALE"
"277","38.9","PIHA","WEST","WINTER","MALE"
"270","37.5","PIHA","WEST","WINTER","MALE"
"252","34.7","MURIWAI","WEST","SUMMER","FEMALE"
"248","36","PIHA","WEST","WINTER","MALE"
"262","33.7","MURIWAI","WEST","SUMMER","FEMALE"
"251","33.6","MURIWAI","WEST","WINTER","FEMALE"
"251","35.2","WAITAWA","EAST","WINTER","MALE"
"276","35.4","MARAETAI","EAST","SUMMER","MALE"
"305","37.8","MARAETAI","EAST","SUMMER","MALE"
"284","37.4","MARAETAI","EAST","WINTER","MALE"
"277","39.7","MURIWAI","WEST","WINTER","MALE"
"261","37.3","MARAETAI","EAST","WINTER","MALE"
"300","41.4","PIHA","WEST","SUMMER","MALE"
"274","40.3","PIHA","WEST","WINTER","FEMALE"
"232","34.1","PIHA","WEST","WINTER","FEMALE"
"263","36.1","WAITAWA","EAST","WINTER","MALE"
"273","39.1","MURIWAI","WEST","WINTER","MALE"
"260","36.3","MARAETAI","EAST","WINTER","MALE"
"293","35.9","MARAETAI","EAST","SUMMER","MALE"
"283","36.3","MARAETAI","EAST","WINTER","MALE"
"270","37.2","PIHA","WEST","WINTER","MALE"
"288","36.5","WAITAWA","EAST","SUMMER","MALE"
"241","36.7","PIHA","WEST","WINTER","FEMALE"
"242","33.7","PIHA","WEST","WINTER","FEMALE"
"263","38.4","WAITAWA","EAST","WINTER","MALE"
"289","38.8","MARAETAI","EAST","SUMMER","MALE"
"239","38.4","MARAETAI","EAST","WINTER","FEMALE"
"246","37.5","WAITAWA","EAST","WINTER","FEMALE"
"236","33.1","MARAETAI","EAST","WINTER","FEMALE"
"278","39","MARAETAI","EAST","SUMMER","MALE"
"265","37.4","MARAETAI","EAST","WINTER","FEMALE"
"285","34.8","MARAETAI","EAST","SUMMER","MALE"
"266","38","PIHA","WEST","SUMMER","FEMALE"
"268","33.6","WAITAWA","EAST","SUMMER","FEMALE"
"289","39.7","WAITAWA","EAST","SUMMER","MALE"
"289","38.6","MURIWAI","WEST","WINTER","MALE"
"254","36.4","PIHA","WEST","WINTER","FEMALE"
"287","36.2","MARAETAI","EAST","SUMMER","MALE"
"309","42.3","PIHA","WEST","SUMMER","MALE"
"244","34.2","WAITAWA","EAST","WINTER","FEMALE"
"256","35.9","PIHA","WEST","SUMMER","FEMALE"
"298","38.4","PIHA","WEST","SUMMER","MALE"
"264","36.2","WAITAWA","EAST","WINTER","FEMALE"
"249","34.4","WAITAWA","EAST","WINTER","FEMALE"
"269","37.3","MARAETAI","EAST","WINTER","MALE"
"258","33.8","PIHA","WEST","WINTER","FEMALE"
"272","37.3","PIHA","WEST","SUMMER","FEMALE"
"281","39.4","MURIWAI","WEST","SUMMER","FEMALE"
"249","36.2","WAITAWA","EAST","WINTER","MALE"
"246","31.8","WAITAWA","EAST","WINTER","MALE"
"298","39.4","WAITAWA","EAST","SUMMER","MALE"
"279","37.4","MARAETAI","EAST","SUMMER","MALE"
"249","36.1","PIHA","WEST","SUMMER","FEMALE"
"297","38.8","MURIWAI","WEST","SUMMER","MALE"
"285","34.7","PIHA","WEST","SUMMER","MALE"
"285","36.1","MURIWAI","WEST","SUMMER","MALE"
"289","36.4","WAITAWA","EAST","SUMMER","MALE"
"262","34.6","MURIWAI","WEST","WINTER","MALE"
"255","37.2","MARAETAI","EAST","WINTER","FEMALE"
"253","36.7","WAITAWA","EAST","WINTER","FEMALE"
"296","36.5","WAITAWA","EAST","SUMMER","MALE"
"254","34","MURIWAI","WEST","WINTER","FEMALE"
"277","39.9","MURIWAI","WEST","WINTER","MALE"
"264","33.7","WAITAWA","EAST","SUMMER","FEMALE"
"253","36.4","WAITAWA","EAST","WINTER","MALE"
"274","33.9","WAITAWA","EAST","SUMMER","FEMALE"
"281","36.3","MARAETAI","EAST","SUMMER","MALE"
"277","36.8","MURIWAI","WEST","SUMMER","FEMALE"
"297","38.5","MURIWAI","WEST","SUMMER","MALE"
"250","37.2","MARAETAI","EAST","SUMMER","FEMALE"
"283","39.5","PIHA","WEST","SUMMER","MALE"
"280","38.1","MARAETAI","EAST","SUMMER","FEMALE"
"266","36.2","PIHA","WEST","WINTER","MALE"
"285","37.2","MURIWAI","WEST","WINTER","MALE"
"288","36.2","PIHA","WEST","SUMMER","MALE"
"309","39.5","MURIWAI","WEST","SUMMER","MALE"
"309","42.8","MURIWAI","WEST","SUMMER","MALE"
"263","38.2","WAITAWA","EAST","WINTER","FEMALE"
"270","37.4","PIHA","WEST","SUMMER","FEMALE"
"282","40.7","MARAETAI","EAST","SUMMER","MALE"
"292","39","MARAETAI","EAST","SUMMER","MALE"
"253","37.2","MARAETAI","EAST","WINTER","MALE"
"249","35.8","WAITAWA","EAST","SUMMER","FEMALE"
"258","38.9","MURIWAI","WEST","WINTER","FEMALE"
"284","35.3","MARAETAI","EAST","SUMMER","FEMALE"
"282","41.2","PIHA","WEST","WINTER","MALE"
"261","38.3","PIHA","WEST","WINTER","FEMALE"
"297","41.6","PIHA","WEST","SUMMER","MALE"
"282","38.4","PIHA","WEST","SUMMER","FEMALE"
"268","36.6","PIHA","WEST","WINTER","MALE"
"268","39.7","WAITAWA","EAST","WINTER","MALE"
"315","36.7","MURIWAI","WEST","SUMMER","MALE"
"253","35.1","WAITAWA","EAST","WINTER","FEMALE"
"270","37","PIHA","WEST","SUMMER","FEMALE"
"271","42.9","MARAETAI","EAST","WINTER","MALE"
"281","39.1","PIHA","WEST","SUMMER","MALE"
"263","35.4","MARAETAI","EAST","SUMMER","FEMALE"
"277","38.7","MARAETAI","EAST","WINTER","MALE"
"266","37.6","WAITAWA","EAST","WINTER","MALE"
"281","38.5","MURIWAI","WEST","SUMMER","MALE"
"284","35.8","MURIWAI","WEST","SUMMER","MALE"
"265","40.7","PIHA","WEST","WINTER","FEMALE"
"267","37","MURIWAI","WEST","WINTER","FEMALE"
"249","36.9","MURIWAI","WEST","WINTER","FEMALE"
"251","36.3","MURIWAI","WEST","WINTER","FEMALE"
"243","32.9","PIHA","WEST","WINTER","FEMALE"
"259","36.7","MARAETAI","EAST","WINTER","FEMALE"
"267","40","WAITAWA","EAST","WINTER","MALE"
"290","40.2","PIHA","WEST","SUMMER","MALE"
"263","34.7","PIHA","WEST","WINTER","MALE"
"285","34.1","MURIWAI","WEST","SUMMER","MALE"
"275","37.2","MARAETAI","EAST","SUMMER","MALE"
"286","38.3","PIHA","WEST","SUMMER","MALE"
"274","39.7","MARAETAI","EAST","WINTER","MALE"
"272","39.4","PIHA","WEST","SUMMER","MALE"
"271","43.6","WAITAWA","EAST","WINTER","MALE"
"254","36.4","MARAETAI","EAST","SUMMER","FEMALE"
"276","36.8","MARAETAI","EAST","SUMMER","FEMALE"
"251","38.9","WAITAWA","EAST","WINTER","FEMALE"
"272","37.6","MARAETAI","EAST","WINTER","MALE"
"265","34.9","PIHA","WEST","SUMMER","FEMALE"
"276","37.5","PIHA","WEST","SUMMER","FEMALE"
"277","41.4","MARAETAI","EAST","SUMMER","FEMALE"
"266","37.2","MURIWAI","WEST","WINTER","FEMALE"
"269","36.2","PIHA","WEST","SUMMER","MALE"
"294","36.8","MURIWAI","WEST","SUMMER","MALE"
"251","40.3","PIHA","WEST","WINTER","FEMALE"
"271","36","WAITAWA","EAST","WINTER","MALE"
"240","35.9","WAITAWA","EAST","WINTER","FEMALE"
"263","33.2","MARAETAI","EAST","WINTER","MALE"
"263","36.4","WAITAWA","EAST","WINTER","FEMALE"
"302","40.2","MARAETAI","EAST","SUMMER","MALE"
"282","35.1","MARAETAI","EAST","SUMMER","MALE"
"262","38.2","WAITAWA","EAST","WINTER","MALE"
"274","34.4","MARAETAI","EAST","SUMMER","MALE"
"284","38","PIHA","WEST","SUMMER","MALE"
"268","40.7","MARAETAI","EAST","WINTER","MALE"
"305","36.6","MURIWAI","WEST","SUMMER","MALE"
"254","36.1","MARAETAI","EAST","WINTER","MALE"
"288","40.2","MARAETAI","EAST","SUMMER","MALE"
"273","37.4","WAITAWA","EAST","WINTER","MALE"
"255","37.5","WAITAWA","EAST","SUMMER","FEMALE"
"284","34.8","PIHA","WEST","SUMMER","MALE"
"233","36.6","PIHA","WEST","WINTER","FEMALE"
"303","36.6","MURIWAI","WEST","SUMMER","MALE"
"291","36.6","PIHA","WEST","SUMMER","MALE"
"294","42","MARAETAI","EAST","SUMMER","MALE"
"289","39.3","MARAETAI","EAST","SUMMER","MALE"
"239","38","PIHA","WEST","WINTER","FEMALE"
"247","35","PIHA","WEST","WINTER","FEMALE"
"272","36.3","WAITAWA","EAST","SUMMER","FEMALE"
"264","39.3","PIHA","WEST","SUMMER","FEMALE"
"274","36.2","MURIWAI","WEST","WINTER","MALE"
"268","35.9","WAITAWA","EAST","SUMMER","FEMALE"
"248","37.4","MARAETAI","EAST","WINTER","FEMALE"
"260","37.5","PIHA","WEST","WINTER","FEMALE"
"282","39.2","MURIWAI","WEST","SUMMER","MALE"
"256","36","WAITAWA","EAST","WINTER","FEMALE"
"271","36.1","PIHA","WEST","WINTER","MALE"
"264","33.7","PIHA","WEST","SUMMER","FEMALE"
"249","32.3","MURIWAI","WEST","SUMMER","FEMALE"
"288","36.7","MARAETAI","EAST","SUMMER","MALE"
"260","34.1","MURIWAI","WEST","SUMMER","FEMALE"
"282","37.6","PIHA","WEST","SUMMER","MALE"
"246","34.2","MARAETAI","EAST","WINTER","FEMALE"
"278","39.7","MURIWAI","WEST","WINTER","MALE"
"237","38.2","MARAETAI","EAST","WINTER","MALE"
"255","30.9","MURIWAI","WEST","SUMMER","FEMALE"
"279","33.9","PIHA","WEST","SUMMER","MALE"
"276","37.3","MURIWAI","WEST","SUMMER","FEMALE"
"248","35","MARAETAI","EAST","WINTER","FEMALE"
"262","37.3","MURIWAI","WEST","WINTER","FEMALE"
"273","35.8","MARAETAI","EAST","WINTER","MALE"
"247","36.4","PIHA","WEST","WINTER","FEMALE"
"267","35.8","PIHA","WEST","WINTER","FEMALE"
"289","37.9","MARAETAI","EAST","SUMMER","MALE"
"255","35.5","PIHA","WEST","WINTER","MALE"
"248","38.9","MARAETAI","EAST","WINTER","FEMALE"
"274","38.7","PIHA","WEST","SUMMER","MALE"
"286","39.5","WAITAWA","EAST","SUMMER","MALE"
"274","38.1","WAITAWA","EAST","SUMMER","FEMALE"
"270","37.6","WAITAWA","EAST","SUMMER","FEMALE"
"261","37.2","MURIWAI","WEST","WINTER","MALE"
"298","39.8","MARAETAI","EAST","SUMMER","MALE"
"255","35.8","MARAETAI","EAST","SUMMER","FEMALE"
"270","37.2","MARAETAI","EAST","SUMMER","FEMALE"
"275","37.3","PIHA","WEST","SUMMER","FEMALE"
"259","37.7","MURIWAI","WEST","WINTER","FEMALE"
"274","36.4","WAITAWA","EAST","SUMMER","MALE"
"227","40","WAITAWA","EAST","WINTER","FEMALE"
"271","33.8","MURIWAI","WEST","SUMMER","FEMALE"
"260","37.3","PIHA","WEST","WINTER","MALE"
"265","33.2","PIHA","WEST","SUMMER","FEMALE"
"285","40.6","PIHA","WEST","SUMMER","MALE"
"267","42.4","WAITAWA","EAST","WINTER","MALE"
"280","35.9","WAITAWA","EAST","SUMMER","MALE"
"270","36.6","WAITAWA","EAST","SUMMER","MALE"
"284","38.9","MURIWAI","WEST","WINTER","MALE"
"289","38.7","PIHA","WEST","SUMMER","FEMALE"
"246","35","MARAETAI","EAST","WINTER","FEMALE"
"290","36.4","MARAETAI","EAST","SUMMER","MALE"
"253","37.1","MURIWAI","WEST","WINTER","FEMALE"
"281","34","MURIWAI","WEST","SUMMER","FEMALE"
"259","38.9","MARAETAI","EAST","WINTER","MALE"
"242","37.4","WAITAWA","EAST","WINTER","FEMALE"
"256","31.9","MURIWAI","WEST","WINTER","FEMALE"
"249","43.7","WAITAWA","EAST","WINTER","FEMALE"
"278","40.2","MARAETAI","EAST","SUMMER","FEMALE"
"285","38","MURIWAI","WEST","SUMMER","FEMALE"
"255","32.4","PIHA","WEST","WINTER","FEMALE"
"307","37.3","MARAETAI","EAST","SUMMER","MALE"
"269","33.6","PIHA","WEST","SUMMER","FEMALE"
"271","35.5","MURIWAI","WEST","WINTER","FEMALE"
"270","33.5","WAITAWA","EAST","SUMMER","MALE"
"248","32.7","MARAETAI","EAST","WINTER","FEMALE"
"269","35.3","MARAETAI","EAST","SUMMER","FEMALE"
"255","38.5","MURIWAI","WEST","WINTER","FEMALE"
"294","37.8","MARAETAI","EAST","SUMMER","MALE"
"269","37.6","WAITAWA","EAST","WINTER","MALE"
"286","35.3","MURIWAI","WEST","SUMMER","MALE"
"281","36.6","WAITAWA","EAST","SUMMER","MALE"
"262","36.6","MURIWAI","WEST","SUMMER","FEMALE"
"289","37.7","PIHA","WEST","SUMMER","MALE"
"248","34","MURIWAI","WEST","WINTER","FEMALE"
"274","37.3","MARAETAI","EAST","WINTER","MALE"
"294","39.7","MURIWAI","WEST","SUMMER","MALE"
"262","39.6","MARAETAI","EAST","WINTER","MALE"
"279","39","MARAETAI","EAST","SUMMER","FEMALE"
"288","36.7","WAITAWA","EAST","SUMMER","MALE"
"289","36","MURIWAI","WEST","SUMMER","MALE"
"263","37.7","MURIWAI","WEST","SUMMER","FEMALE"
"252","38.8","MARAETAI","EAST","WINTER","FEMALE"
"254","36.8","WAITAWA","EAST","WINTER","FEMALE"
"299","34.2","MURIWAI","WEST","SUMMER","MALE"
"275","36","PIHA","WEST","SUMMER","FEMALE"
"265","36.5","MURIWAI","WEST","WINTER","FEMALE"
"284","36.1","MARAETAI","EAST","SUMMER","MALE"
"254","37.5","PIHA","WEST","WINTER","FEMALE"
"262","41.3","MARAETAI","EAST","WINTER","MALE"
"298","41.5","MURIWAI","WEST","SUMMER","MALE"
"265","35.1","MARAETAI","EAST","WINTER","MALE"
"276","37.6","MURIWAI","WEST","WINTER","FEMALE"
"283","37.6","WAITAWA","EAST","SUMMER","MALE"
"281","35.8","MURIWAI","WEST","SUMMER","MALE"
"292","40.1","MARAETAI","EAST","SUMMER","MALE"
"286","36.5","MARAETAI","EAST","SUMMER","MALE"
"290","37.8","MURIWAI","WEST","SUMMER","MALE"
"267","35.6","PIHA","WEST","SUMMER","FEMALE"
"264","40.4","WAITAWA","EAST","WINTER","MALE"
"294","38.9","WAITAWA","EAST","SUMMER","MALE"
"270","37.9","MARAETAI","EAST","SUMMER","FEMALE"
"276","39.7","MURIWAI","WEST","WINTER","MALE"
"271","39.2","WAITAWA","EAST","SUMMER","FEMALE"
"283","34.7","WAITAWA","EAST","SUMMER","MALE"
"286","38.6","PIHA","WEST","SUMMER","MALE"
"278","35.4","PIHA","WEST","SUMMER","MALE"
"270","39.6","WAITAWA","EAST","WINTER","FEMALE"
"236","34.6","PIHA","WEST","WINTER","FEMALE"
"302","40.1","WAITAWA","EAST","SUMMER","MALE"
"256","36.1","PIHA","WEST","WINTER","FEMALE"
"257","38.7","PIHA","WEST","WINTER","MALE"
